rental_id,duration,bike_id,end_date,end_station_id,end_station_name,start_date,start_station_id,start_station_name,end_station_logical_terminal,start_station_logical_terminal,end_station_priority_id,start_longitude,start_latitude,end_longitude,end_latitude,trip_dist
50639600,1860,4890,2016-01-04 11:56:00 UTC,303,"Albert Gate, Hyde Park",2016-01-04 11:25:00 UTC,191,"Hyde Park Corner, Hyde Park",,,,-0.153520935,51.50311799,-0.158456089,51.50295379,342.0790639
50759508,2640,4454,2016-01-10 13:40:00 UTC,191,"Hyde Park Corner, Hyde Park",2016-01-10 12:56:00 UTC,191,"Hyde Park Corner, Hyde Park",,,,-0.153520935,51.50311799,-0.153520935,51.50311799,0
50741793,900,1159,2016-01-08 23:47:00 UTC,428,"Exhibition Road, Knightsbridge",2016-01-08 23:32:00 UTC,191,"Hyde Park Corner, Hyde Park",,,,-0.153520935,51.50311799,-0.174554,51.499917,1498.750761
50749694,2400,4035,2016-01-09 15:28:00 UTC,191,"Hyde Park Corner, Hyde Park",2016-01-09 14:48:00 UTC,191,"Hyde Park Corner, Hyde Park",,,,-0.153520935,51.50311799,-0.153520935,51.50311799,0
50738532,1200,2694,2016-01-08 19:03:00 UTC,667,"Shepherd's Bush Road North, Shepherd's Bush",2016-01-08 18:43:00 UTC,191,"Hyde Park Corner, Hyde Park",,,,-0.153520935,51.50311799,-0.222293381,51.5015946,4763.235159
50750964,3960,8472,2016-01-09 16:54:00 UTC,191,"Hyde Park Corner, Hyde Park",2016-01-09 15:48:00 UTC,191,"Hyde Park Corner, Hyde Park",,,,-0.153520935,51.50311799,-0.153520935,51.50311799,0
50643217,4260,8239,2016-01-04 16:55:00 UTC,191,"Hyde Park Corner, Hyde Park",2016-01-04 15:44:00 UTC,191,"Hyde Park Corner, Hyde Park",,,,-0.153520935,51.50311799,-0.153520935,51.50311799,0
50689282,1380,8545,2016-01-06 14:54:00 UTC,191,"Hyde Park Corner, Hyde Park",2016-01-06 14:31:00 UTC,191,"Hyde Park Corner, Hyde Park",,,,-0.153520935,51.50311799,-0.153520935,51.50311799,0
50759765,1380,7497,2016-01-10 13:27:00 UTC,350,"Queen's Gate, Kensington Gardens",2016-01-10 13:04:00 UTC,191,"Hyde Park Corner, Hyde Park",,,,-0.153520935,51.50311799,-0.179854184,51.50171544,1829.366014
50688163,5940,12352,2016-01-06 14:57:00 UTC,268,"Belgrave Road, Victoria",2016-01-06 13:18:00 UTC,191,"Hyde Park Corner, Hyde Park",,,,-0.153520935,51.50311799,-0.144132875,51.49320445,1279.641419
